frame,frame,y,x,mass,size,ecc,signal,raw_mass,ep,particle,user_rad
0,0,178.28860489882854,37.71139510117146,1125.102605369107,1.3899073298304845,0.15097046862864566,143.78308055835237,2550.0,0.0,1,6
0,0,180.0,176.22391304347826,1653.505426421052,1.6041160823946319,0.0053925455965929394,142.58488822036608,4845.0,0.0,2,6
0,0,181.30438344940598,16.676771814829987,1462.3937485122422,1.6103414260330626,0.11181972910046807,140.18850354439354,4080.0,0.0,3,6
0,0,186.7325199436884,198.0286250586579,1276.6739361243704,1.7584014326400705,0.38536261079051826,116.22465678466816,3315.0,0.0,4,6
0,0,188.91640673736742,150.79600748596383,960.3511588959951,1.3841180972190497,0.17694902293908044,131.20206100949653,2295.0,0.0,5,6
0,0,189.2520226537217,306.4437702265372,1480.9657297510294,1.575756868535836,0.06931255409838584,143.1839843893592,4080.0,0.0,6,6
0,0,196.26349390597795,43.788740568775395,1032.2426991751713,1.357253038174665,0.1452549414783695,138.39121503741413,2550.0,0.0,7,6
0,0,176.16853526220615,295.8285714285714,1656.5009072660177,1.606721865696441,0.13001220200652877,142.58488822036608,4845.0,0.0,10,6
0,0,211.58027079303676,270.8889748549323,1548.6635968472535,1.5862074765324208,0.21878427302198622,143.78308055835237,4335.0,0.0,11,6
0,0,220.82748091603054,135.17251908396946,1177.22397207151,1.3591645390734741,0.1484523485376135,152.17042692425625,2805.0,0.0,12,6
0,0,223.56007393715342,9.49029574861368,1296.4441097011438,1.5413283754000342,0.2146319699527301,138.39121503741413,3825.0,0.0,13,6
0,0,237.34276561665777,97.04004271222638,1122.1071245241415,1.3741958770844263,0.056253508921434464,150.37313841727683,2805.0,0.0,14,6
0,0,245.33895705521473,87.08282208588957,1171.8321065505718,1.3903332639576296,0.060734150231141044,150.37313841727683,2805.0,0.0,15,6
0,0,247.50087489063867,109.71828521434821,1369.5338423183061,1.5089409819933672,0.09386495894679013,147.37765757231116,3570.0,0.0,16,6
0,0,255.1916252661462,137.88928317955998,844.126502111327,1.3256223681280714,0.16066509844260932,127.60748399553772,2040.0,0.0,17,6
0,0,259.3703520079326,278.1963311849281,1208.3769728591528,1.4259094115599387,0.04897146914204009,144.3821767273455,3315.0,0.0,18,6
0,0,273.67477203647417,206.08380373425967,1379.7184771911895,1.6290885970287714,0.17568635511633612,113.82827210869561,5865.0,0.0,19,6
0,0,287.10987703292346,119.88575961919874,1510.3214420316929,1.7674163099096682,0.30111959945708644,121.01742613661324,4335.0,0.0,20,6
0,0,172.04128053917438,25.850463352990733,1422.254305189702,1.5907006504661487,0.21494422298293078,143.1839843893592,3825.0,0.0,22,6
0,0,210.07029126213592,135.29902912621358,1542.6726351573222,1.578619281192098,0.08037817701195032,144.3821767273455,4590.0,0.0,23,6
0,0,168.33555093555094,114.26361746361746,1440.8262864284893,1.5258002910166613,0.06263997636637961,147.9767537413043,3825.0,0.0,25,6
0,0,11.0,302.5,781.2214043670477,1.3384360436512406,0.15067264560477783,113.22917593970249,1530.0,0.0,26,6
0,0,14.384333486028401,271.3843334860284,1307.8269369120133,1.468870760184055,0.17824474651834082,149.17494607929058,3315.0,0.0,27,6
0,0,42.1110251450677,195.58027079303676,1548.6635968472535,1.5862074765324208,0.03960929566410872,143.78308055835237,4335.0,0.0,28,6
0,0,48.90277777777778,65.76736111111111,690.1587866800913,1.2997061633735185,0.26723831778162743,113.22917593970249,1530.0,0.0,30,6
0,0,49.0,181.0,1044.2246225550339,1.2710646239494987,0.17137096762676676,152.76952309324938,2295.0,0.0,31,6
0,0,68.53878231859883,128.86155129274394,1436.6326132455372,1.5215987378190228,0.14463398337951955,147.9767537413043,3825.0,0.0,32,6
0,0,78.68949579831933,304.5584033613445,1425.8488822036609,1.5618885358178822,0.18218794528796894,145.58036906533175,3825.0,0.0,33,6
0,0,87.72433352240499,222.23823028927964,1056.2065459348967,1.3702122337482356,0.14566482280852894,138.39121503741413,2550.0,0.0,34,6
0,0,65.17251908396946,155.17251908396946,1177.22397207151,1.3591645390734741,0.14845234853761347,152.17042692425625,2805.0,0.0,35,6
0,0,146.0,75.0,1044.2246225550339,1.2710646239494987,0.17137096762676676,152.76952309324938,2295.0,0.0,36,6
0,0,111.93584905660377,220.84603773584905,793.8024239159037,1.5064640594000744,0.26524263318772384,107.83731041876426,2040.0,0.0,37,6
0,0,122.65338427947599,188.89082969432314,1097.544181595423,1.3712981132065496,0.05247772596904374,140.18850354439354,2805.0,0.0,38,6
0,0,132.18404478656404,33.18544436668999,856.1084254911897,1.6482066085575109,0.19877850716417028,92.26081002494276,2295.0,0.0,40,6
0,0,138.58147429679923,82.23908826382153,1235.336300463844,1.4444112839918508,0.13387182390182978,148.57584991029742,3060.0,0.0,41,6
0,0,138.88558139534885,151.94697674418606,1288.0567633352398,1.4386686351833995,0.1782779798811004,146.77856140331804,3570.0,0.0,42,6
0,0,142.8950508950509,223.93681993681994,1706.824985461441,1.6249848124138393,0.13969042205218896,140.78759971338667,5100.0,0.0,43,6
0,0,97.85321100917432,246.44495412844037,1306.0296484050339,1.4670697249898013,0.2431685736986392,149.17494607929058,3315.0,0.0,44,6
0,0,157.17251908396946,53.82748091603054,1177.22397207151,1.3591645390734741,0.14845234853761347,152.17042692425625,2805.0,0.0,45,6
1,1,198.39111434814276,44.92352512745812,825.2110781552844,1.3924152045875169,0.18335158796936754,117.80143577453441,1785.0,0.0,7,6
1,1,189.8712265953382,306.2888803974016,1572.8895786834519,1.5824070992452255,0.06593743229025255,144.2466560504503,4590.0,0.0,6,6
1,1,179.501593625498,176.0,1508.5796111942927,1.5618713874950452,0.16956329943998089,146.04973925108092,4080.0,0.0,2,6
1,1,186.68126825198163,197.79390905298288,1440.6634773038725,1.6751141780149594,0.25035570334286705,132.22610137957943,3825.0,0.0,4,6
1,1,181.99649122807017,17.371491228070177,1370.343232479278,1.5583673417810784,0.1955473410813321,138.23637871501487,3570.0,0.0,3,6
1,1,209.33828461907044,270.6655486344034,1254.344879905374,1.450674380129253,0.12524041686592607,141.24151738273258,4080.0,0.0,11,6
1,1,188.9714452214452,151.4597902097902,1031.3635907607197,1.4220212804823007,0.34202654609923505,136.43329551438424,2550.0,0.0,5,6
1,1,210.0,136.50160256410257,1500.1652229246831,1.5622756249155039,0.042768411693536595,145.4487115175374,4080.0,0.0,23,6
1,1,220.71176470588236,134.28823529411764,1123.9218617264253,1.3901871531760086,0.15117295844389894,143.64562831690677,2550.0,0.0,12,6
1,1,223.50581395348837,11.267441860465116,1343.898012203362,1.5394339502878154,0.18573726876395394,141.24151738273258,4080.0,0.0,13,6
1,1,236.81075268817204,98.0,1117.91158439099,1.3226724332167046,0.05806853578936539,153.26207205360345,2550.0,0.0,14,6
1,1,243.41751824817518,86.23941605839416,1235.1119924319808,1.4441761557567856,0.13435421021236302,148.4538501852551,3060.0,0.0,15,6
1,1,245.57070707070707,109.35050505050505,1190.034912416215,1.4498345429807507,0.08171143158352512,141.84254511627614,2805.0,0.0,16,6
1,1,253.29145728643215,136.80820770519264,717.6271138509902,1.74577738943639,0.4409668651361586,70.92127255813807,1785.0,0.0,17,6
1,1,259.43549747048905,278.0261382799325,1425.637783965284,1.531980609161403,0.20907613146659884,146.04973925108092,4080.0,0.0,18,6
1,1,276.5444657709533,202.74088291746642,939.4063475285576,1.6099101281131838,0.4337974339879677,107.58396430429418,3570.0,0.0,19,6
1,1,285.1431334622824,119.72765957446809,1553.6566912100584,1.728809252443607,0.26476464613254336,131.02404591249237,4335.0,0.0,20,6
