frame,frame,x,y,r,particle,neighbours
7,7,822.5,383.5,53.5,1,"[38, 65, 50, 12, 10, 30]"
7,7,531.5,597.5,43.5,129,"[29, 35, 69, 64, 87]"
7,7,933.5,501.5,51.4,7,"[108, 8, 39, 12, 13, 30]"
7,7,846.5,94.5,56.9,100,"[26, 37, 52, 67]"
7,7,360.5,787.5,44.4,97,"[25, 74, 46]"
7,7,796.5,855.5,58.0,19,"[44, 62]"
7,7,594.5,853.5,51.2,93,"[42, 71]"
7,7,185.5,436.5,44.6,21,"[22, 61, 54]"
7,7,404.5,703.5,50.3,25,"[69, 46, 97, 31]"
7,7,182.5,530.5,46.3,22,"[21, 18, 54]"
7,7,338.5,598.5,51.2,31,"[18, 25, 69, 54]"
7,7,849.5,482.5,52.3,30,"[1, 65, 13, 7, 12]"
7,7,743.5,93.5,52.2,26,"[47, 37, 100]"
7,7,592.5,508.5,57.9,29,"[51, 87, 28, 35, 129]"
7,7,559.5,413.5,62.4,28,"[53, 63, 48, 29, 35, 51]"
7,7,479.5,496.5,60.2,35,"[28, 29, 53, 129, 69, 120]"
7,7,760.5,514.5,61.3,65,"[1, 66, 87, 51, 13, 30]"
7,7,335.5,345.5,51.3,86,"[61, 45, 41, 53, 120]"
7,7,414.5,282.5,59.1,41,"[63, 60, 43, 53, 86, 45]"
7,7,390.5,176.5,52.1,43,"[5, 60, 45, 41]"
7,7,948.5,122.5,54.7,67,"[127, 52, 100, 14, 68]"
7,7,842.5,785.5,43.4,62,"[19, 56, 44, 66]"
7,7,293.5,507.5,55.7,54,"[18, 22, 21, 120, 31]"
7,7,671.5,574.5,60.2,87,"[66, 65, 64, 51, 29, 129]"
7,7,282.5,155.5,52.5,5,"[43, 45, 126]"
7,7,447.5,389.5,51.9,53,"[41, 86, 63, 28, 35, 120]"
7,7,639.5,771.5,58.0,42,"[44, 64, 93, 71]"
7,7,796.5,647.5,61.3,66,"[87, 65, 44, 13, 56, 62]"
7,7,307.5,255.5,49.0,45,"[43, 5, 61, 86, 126, 41]"
7,7,626.5,329.5,52.0,48,"[63, 58, 38, 51, 28, 55]"
7,7,538.5,96.5,49.3,49,"[60, 58, 47]"
7,7,675.5,452.5,57.9,51,"[38, 65, 87, 29, 48, 28]"
7,7,651.5,120.5,62.4,47,"[26, 37, 58, 49, 55]"
7,7,366.5,437.5,45.5,120,"[53, 35, 86, 54]"
7,7,439.5,609.5,46.2,69,"[25, 129, 35, 31]"
7,7,271.5,782.5,49.2,74,[97]
7,7,496.5,201.5,59.1,60,"[43, 49, 58, 63, 41]"
7,7,845.5,568.5,39.7,13,"[66, 65, 56, 7, 30]"
7,7,768.5,171.5,48.0,37,"[52, 50, 47, 26, 100, 55]"
7,7,215.5,335.5,54.6,61,"[21, 126, 86, 45]"
7,7,1036.5,195.5,43.5,68,"[127, 67, 14]"
7,7,1031.5,414.5,43.6,39,"[12, 8, 7]"
7,7,900.5,685.5,52.3,56,"[13, 66, 62]"
7,7,928.5,403.5,60.2,12,"[39, 10, 7, 1, 30]"
7,7,544.5,776.5,44.3,71,"[46, 93, 42, 64]"
7,7,1018.5,593.5,41.3,108,"[7, 8]"
7,7,451.5,783.5,43.3,46,"[71, 25, 97]"
7,7,586.5,672.5,53.6,64,"[42, 71, 87, 129]"
7,7,804.5,276.5,55.7,50,"[52, 10, 37, 1, 38, 55]"
7,7,748.5,764.5,59.1,44,"[42, 19, 66, 62]"
7,7,707.5,251.5,59.1,55,"[50, 37, 38, 48, 58, 47]"
8,8,911.5,307.5,45.7,10,"[1, 50, 12, 127]"
8,8,360.5,785.5,45.7,97,[46]
8,8,498.5,204.5,59.1,60,"[63, 41, 43, 40, 49, 136]"
8,8,345.5,345.5,61.3,86,"[120, 45, 41, 53, 61]"
8,8,1014.5,779.5,41.9,75,"[98, 57]"
8,8,1027.5,92.5,59.1,114,[68]
8,8,828.5,377.5,62.4,1,"[10, 50, 12, 30, 38]"
8,8,835.5,95.5,47.9,72,"[26, 37]"
8,8,928.5,403.5,60.1,12,"[10, 39, 1, 30, 116, 8]"
8,8,924.5,500.5,45.7,116,"[30, 13, 108, 12, 8]"
8,8,926.5,779.5,42.2,98,"[75, 57, 56, 62]"
8,8,233.5,615.5,55.7,18,"[54, 22, 31]"
8,8,1021.5,593.5,43.3,108,"[57, 116, 8]"
8,8,665.5,578.5,53.6,87,"[64, 6, 89, 29, 51, 65]"
8,8,728.5,359.5,58.0,38,"[51, 48, 55, 1, 50]"
8,8,707.5,251.5,59.1,55,"[37, 50, 38, 48, 136]"
8,8,593.5,862.5,59.0,93,"[42, 138]"
8,8,793.5,860.5,47.7,19,"[44, 62]"
8,8,344.5,76.5,49.0,94,"[43, 5, 40]"
8,8,380.5,530.5,45.8,23,"[69, 31, 35, 120, 54]"
8,8,555.5,411.5,59.1,28,"[63, 48, 51, 53, 35, 29]"
8,8,591.5,509.5,56.8,29,"[87, 6, 35, 28, 51]"
8,8,187.5,435.5,43.5,21,"[54, 22, 61]"
8,8,341.5,602.5,53.5,31,"[18, 54, 69, 23]"
8,8,197.5,98.5,58.0,83,"[5, 34]"
8,8,843.5,474.5,43.5,30,"[12, 1, 65, 13, 116]"
8,8,689.5,672.5,53.5,89,"[64, 87, 42, 44, 66]"
8,8,746.5,94.5,55.6,26,"[72, 37, 47]"
8,8,182.5,530.5,46.3,22,"[54, 18, 21]"
8,8,520.5,307.5,58.0,63,"[60, 41, 28, 48, 53, 136]"
8,8,367.5,437.5,46.9,120,"[54, 23, 35, 86, 53]"
8,8,962.5,233.5,49.2,127,"[10, 68]"
8,8,1003.5,685.5,51.4,57,"[98, 75, 56, 108]"
8,8,895.5,679.5,45.1,56,"[57, 98, 13, 66, 62]"
8,8,646.5,115.5,55.7,47,"[49, 26, 37, 136]"
8,8,792.5,653.5,62.4,66,"[44, 89, 56, 13, 65, 62]"
8,8,676.5,452.5,59.1,51,"[38, 48, 28, 29, 87, 65]"
8,8,1037.5,195.5,44.4,68,"[127, 114]"
8,8,810.5,276.5,50.3,50,"[10, 1, 55, 37, 38]"
8,8,453.5,783.5,43.5,46,"[97, 138]"
8,8,1029.5,415.5,44.7,39,"[12, 8]"
8,8,414.5,283.5,59.1,41,"[60, 63, 43, 45, 86, 53]"
8,8,536.5,96.5,62.4,49,"[47, 40, 60, 136]"
8,8,640.5,775.5,53.5,42,"[93, 138, 64, 89, 44]"
8,8,289.5,513.5,49.9,54,"[18, 22, 31, 21, 120, 23]"
8,8,440.5,609.5,59.1,69,"[35, 6, 31, 23]"
8,8,747.5,764.5,59.1,44,"[42, 19, 89, 66, 62]"
8,8,587.5,673.5,53.5,64,"[6, 138, 87, 89, 42]"
8,8,448.5,388.5,50.8,53,"[28, 63, 41, 120, 35, 86]"
8,8,628.5,333.5,55.5,48,"[38, 51, 55, 28, 63, 136]"
8,8,387.5,173.5,59.1,43,"[60, 41, 45, 5, 94, 40]"
8,8,281.5,156.5,53.0,5,"[43, 94, 45, 83, 34]"
8,8,600.5,220.5,59.1,136,"[49, 60, 47, 55, 48, 63]"
8,8,842.5,785.5,43.5,62,"[98, 56, 66, 44, 19]"
8,8,191.5,223.5,54.3,34,"[5, 83, 45, 61]"
8,8,480.5,493.5,62.4,35,"[69, 6, 23, 120, 53, 28, 29]"
8,8,1020.5,499.5,51.1,8,"[108, 39, 116, 12]"
8,8,842.5,566.5,48.1,13,"[56, 65, 30, 66, 116]"
8,8,771.5,174.5,43.5,37,"[72, 26, 55, 50, 47]"
8,8,538.5,597.5,49.0,6,"[69, 35, 64, 87, 29]"
8,8,207.5,334.5,52.3,61,"[86, 45, 21, 34]"
8,8,543.5,764.5,41.4,138,"[42, 93, 46, 64]"
8,8,311.5,254.5,52.5,45,"[43, 41, 5, 34, 86, 61]"
8,8,433.5,82.5,47.9,40,"[49, 60, 43, 94]"
8,8,757.5,516.5,61.3,65,"[87, 51, 30, 13, 66]"
9,9,842.5,93.5,55.7,100,"[67, 26, 37]"
9,9,1032.5,100.5,55.7,14,[67]
9,9,754.5,509.5,56.8,65,"[51, 1, 87, 66, 13, 30]"
9,9,366.5,437.5,45.5,120,"[54, 35, 53, 86]"
9,9,192.5,222.5,53.2,34,"[61, 45, 5]"
9,9,362.5,777.5,53.4,97,[46]
9,9,236.5,616.5,55.5,18,"[54, 22]"
9,9,1020.5,590.5,44.8,108,"[7, 57, 8]"
9,9,281.5,158.5,51.2,5,"[45, 34, 43]"
9,9,821.5,383.5,53.6,1,"[65, 38, 50, 10, 30, 12]"
9,9,926.5,401.5,62.4,12,"[30, 7, 39, 10, 1]"
9,9,843.5,566.5,48.1,13,"[56, 66, 65, 30, 7]"
9,9,932.5,501.5,51.4,7,"[39, 8, 30, 13, 108, 12]"
9,9,692.5,676.5,49.0,89,"[87, 64, 42, 44, 66]"
9,9,742.5,92.5,51.3,26,"[47, 100, 37]"
9,9,1020.5,500.5,50.3,8,"[7, 39, 108]"
9,9,795.5,862.5,50.5,19,"[91, 44]"
9,9,591.5,862.5,59.0,93,"[71, 42]"
9,9,186.5,429.5,48.6,21,"[22, 61, 54]"
9,9,553.5,410.5,58.0,28,"[53, 63, 29, 51, 35, 48]"
9,9,182.5,530.5,46.3,22,"[21, 54, 18]"
9,9,845.5,470.5,47.9,30,"[7, 13, 65, 1, 12]"
9,9,585.5,508.5,62.4,29,"[87, 51, 6, 28, 35]"
9,9,907.5,312.5,43.6,10,"[1, 50, 12]"
9,9,392.5,179.5,55.7,43,"[60, 40, 41, 5, 45]"
9,9,448.5,388.5,51.0,53,"[28, 63, 35, 120, 41, 86]"
9,9,707.5,251.5,59.1,55,"[48, 136, 50, 38, 37]"
9,9,442.5,613.5,60.2,69,"[6, 35]"
9,9,434.5,81.5,48.8,40,"[60, 49, 43]"
9,9,307.5,256.5,49.2,45,"[61, 34, 5, 41, 86, 43]"
9,9,789.5,646.5,55.7,66,"[91, 44, 89, 87, 13, 56, 65]"
9,9,627.5,329.5,51.5,48,"[28, 63, 136, 38, 51, 55]"
9,9,480.5,493.5,54.4,35,"[6, 29, 69, 28, 53, 120]"
9,9,412.5,283.5,59.0,41,"[53, 63, 60, 86, 45, 43]"
9,9,647.5,114.5,55.7,47,"[136, 49, 26, 37]"
9,9,535.5,95.5,62.4,49,"[60, 40, 136, 47]"
9,9,641.5,775.5,53.4,42,"[71, 93, 44, 64, 89]"
9,9,674.5,452.5,58.0,51,"[87, 29, 28, 38, 65, 48]"
9,9,805.5,275.5,54.7,50,"[1, 10, 38, 55, 37]"
9,9,899.5,686.5,52.5,56,"[13, 66, 91, 57]"
9,9,585.5,672.5,53.6,64,"[71, 6, 87, 42, 89]"
9,9,746.5,764.5,59.1,44,"[91, 66, 19, 42, 89]"
9,9,1003.5,686.5,51.4,57,"[56, 108]"
9,9,452.5,785.5,44.5,46,"[97, 71]"
9,9,770.5,174.5,43.6,37,"[55, 47, 26, 50, 100]"
9,9,337.5,344.5,53.6,86,"[53, 120, 41, 45, 61]"
9,9,728.5,357.5,59.1,38,"[51, 1, 50, 48, 55]"
9,9,835.5,777.5,52.4,91,"[44, 66, 19, 56]"
9,9,527.5,305.5,53.5,63,"[28, 53, 60, 136, 41, 48]"
9,9,499.5,201.5,56.9,60,"[40, 49, 136, 63, 41, 43]"
9,9,285.5,508.5,54.7,54,"[21, 22, 120, 18]"
9,9,943.5,119.5,56.9,67,"[14, 100]"
9,9,600.5,220.5,59.1,136,"[60, 63, 49, 48, 47, 55]"
9,9,542.5,776.5,43.5,71,"[93, 46, 64, 42]"
9,9,215.5,335.5,54.6,61,"[21, 34, 45, 86]"
9,9,1029.5,415.5,44.5,39,"[7, 8, 12]"
9,9,538.5,597.5,49.2,6,"[69, 64, 87, 29, 35]"
9,9,670.5,574.5,49.2,87,"[29, 51, 6, 64, 89, 66, 65]"
10,10,528.5,597.5,45.7,129,"[64, 69, 35, 29, 87]"
10,10,337.5,607.5,45.7,31,"[18, 25, 69, 23, 54]"
10,10,910.5,313.5,46.3,10,"[12, 1, 50, 127]"
10,10,838.5,779.5,49.0,91,"[98, 66, 44]"
10,10,1028.5,109.5,49.7,14,"[127, 68]"
10,10,689.5,673.5,52.4,89,"[42, 64, 44, 87, 66]"
10,10,338.5,344.5,53.6,86,"[45, 61, 53, 120, 41]"
10,10,957.5,233.5,45.9,127,"[14, 68, 10]"
10,10,196.5,225.5,49.9,34,"[83, 61, 45, 5]"
10,10,273.5,780.5,52.3,74,[97]
10,10,361.5,777.5,53.4,97,"[25, 46, 74]"
10,10,828.5,383.5,58.0,1,"[38, 30, 12, 50, 10]"
10,10,727.5,354.5,62.4,38,"[48, 51, 1, 55, 50]"
10,10,845.5,470.5,47.9,30,"[1, 65, 13, 7, 12]"
10,10,286.5,159.5,58.0,5,"[34, 83, 45, 43]"
10,10,591.5,858.5,55.7,93,"[71, 42]"
10,10,182.5,529.5,45.5,22,"[54, 21, 18]"
10,10,180.5,436.5,47.7,21,"[61, 54, 22]"
10,10,923.5,778.5,42.7,98,"[91, 75]"
10,10,380.5,534.5,49.9,23,"[35, 69, 31, 54, 120]"
10,10,360.5,436.5,41.1,120,"[23, 35, 53, 86, 54]"
10,10,407.5,702.5,50.3,25,"[69, 97, 46, 31]"
10,10,929.5,505.5,51.1,7,"[8, 12, 13, 30]"
10,10,1014.5,496.5,56.8,8,"[39, 7, 12]"
10,10,837.5,563.5,42.5,13,"[65, 66, 7, 30]"
10,10,549.5,408.5,62.4,28,"[48, 51, 29, 35, 53, 63]"
10,10,193.5,101.5,62.4,83,"[34, 5]"
10,10,742.5,93.5,51.4,26,"[100, 47, 37]"
10,10,500.5,196.5,62.4,60,"[49, 40, 43, 58, 63, 41]"
10,10,701.5,259.5,56.8,55,"[38, 48, 58, 37, 50]"
10,10,236.5,612.5,52.1,18,"[31, 54, 22]"
10,10,310.5,254.5,52.5,45,"[86, 61, 34, 5, 43, 41]"
10,10,746.5,763.5,60.1,44,"[91, 66, 42, 89]"
10,10,792.5,650.5,60.2,66,"[91, 44, 65, 13, 87, 89]"
10,10,480.5,497.5,51.3,35,"[129, 69, 23, 29, 120, 53, 28]"
10,10,844.5,95.5,55.7,100,"[26, 37]"
10,10,413.5,282.5,59.1,41,"[53, 86, 63, 45, 43, 60]"
10,10,1036.5,193.5,44.6,68,"[127, 14]"
10,10,672.5,450.5,46.8,51,"[65, 87, 29, 48, 38, 28]"
10,10,450.5,784.5,43.5,46,"[97, 25, 71]"
10,10,810.5,275.5,51.2,50,"[38, 1, 55, 37, 10]"
10,10,647.5,114.5,56.5,47,"[49, 26, 58, 37]"
10,10,535.5,95.5,62.4,49,"[60, 40, 47, 58]"
10,10,640.5,776.5,53.5,42,"[71, 64, 44, 93, 89]"
10,10,290.5,511.5,60.2,54,"[31, 18, 23, 120, 21, 22]"
10,10,767.5,171.5,48.0,37,"[26, 47, 55, 100, 50]"
10,10,439.5,84.5,54.5,40,"[49, 60, 43]"
10,10,390.5,174.5,60.2,43,"[5, 45, 60, 40, 41]"
10,10,526.5,307.5,62.4,63,"[28, 53, 48, 58, 60, 41]"
10,10,586.5,513.5,58.0,29,"[129, 35, 87, 51, 28]"
10,10,928.5,404.5,59.0,12,"[39, 8, 7, 30, 1, 10]"
10,10,594.5,226.5,59.1,58,"[55, 48, 63, 60, 47, 49]"
10,10,1010.5,779.5,44.1,75,[98]
10,10,212.5,336.5,57.9,61,"[34, 21, 45, 86]"
10,10,760.5,515.5,60.2,65,"[13, 66, 87, 51, 30]"
10,10,442.5,613.5,60.2,69,"[25, 129, 35, 23, 31]"
10,10,542.5,776.5,43.5,71,"[46, 64, 93, 42]"
10,10,625.5,329.5,52.0,48,"[38, 51, 28, 55, 63, 58]"
10,10,585.5,672.5,53.4,64,"[129, 87, 71, 42, 89]"
10,10,446.5,392.5,54.7,53,"[120, 35, 86, 28, 63, 41]"
10,10,669.5,574.5,49.7,87,"[65, 66, 129, 64, 29, 51, 89]"
10,10,1029.5,415.5,44.6,39,"[8, 12]"
11,11,911.5,308.5,43.6,10,"[127, 52, 50, 1, 12]"
11,11,745.5,94.5,54.5,26,"[37, 100, 47]"
11,11,1032.5,99.5,54.4,114,[67]
11,11,586.5,513.5,58.0,29,"[87, 6, 51, 35, 28]"
11,11,840.5,786.5,43.5,62,"[56, 44, 98]"
11,11,689.5,672.5,53.4,89,"[44, 66, 42, 64, 87]"
11,11,844.5,568.5,40.0,13,"[116, 154, 56, 66, 65, 149]"
11,11,1029.5,415.5,44.7,39,"[8, 12]"
11,11,187.5,220.5,57.9,126,"[61, 5, 45]"
11,11,923.5,501.5,45.7,116,"[8, 154, 13, 12, 149]"
11,11,495.5,197.5,51.4,60,"[40, 49, 43, 58, 63, 41]"
11,11,337.5,343.5,53.5,86,"[120, 61, 53, 41, 45]"
11,11,286.5,166.5,62.4,5,"[94, 126, 45, 43]"
11,11,727.5,356.5,60.2,38,"[158, 50, 1, 48, 51]"
11,11,554.5,410.5,58.0,28,"[63, 53, 35, 29, 48, 51]"
11,11,951.5,235.5,39.9,127,"[10, 67, 52]"
11,11,361.5,777.5,53.4,97,"[156, 74, 46]"
11,11,842.5,481.5,49.0,149,"[65, 1, 12, 116, 13]"
11,11,590.5,859.5,56.8,93,"[42, 138]"
11,11,346.5,80.5,44.6,94,"[5, 40, 43]"
11,11,876.5,191.5,44.7,52,"[10, 50, 127, 67, 100, 37]"
11,11,185.5,530.5,44.5,22,[54]
11,11,922.5,591.5,49.9,154,"[57, 56, 8, 116, 13]"
11,11,334.5,605.5,46.9,31,"[156, 69, 54]"
11,11,358.5,444.5,49.2,120,"[54, 86, 53, 35]"
11,11,923.5,779.5,42.2,98,"[56, 62, 75, 57]"
11,11,310.5,694.5,45.4,156,"[74, 31, 97]"
11,11,841.5,95.5,57.9,100,"[67, 52, 37, 26]"
11,11,803.5,275.5,55.8,50,"[52, 10, 1, 37, 158, 38]"
11,11,710.5,253.5,62.4,158,"[58, 48, 37, 50, 38]"
11,11,789.5,644.5,53.5,66,"[56, 44, 89, 13, 87, 65]"
11,11,412.5,283.5,59.1,41,"[53, 86, 45, 43, 63, 60]"
11,11,538.5,93.5,47.9,49,"[47, 58, 40, 60]"
11,11,446.5,388.5,51.3,53,"[86, 41, 120, 63, 35, 28]"
11,11,625.5,329.5,52.0,48,"[58, 158, 38, 51, 63, 28]"
11,11,748.5,761.5,62.4,44,"[62, 66, 89, 42]"
11,11,434.5,80.5,49.0,40,"[43, 94, 49, 60]"
11,11,207.5,334.5,52.3,61,"[126, 86, 45]"
11,11,585.5,672.5,53.4,64,"[42, 89, 6, 87, 138]"
11,11,898.5,686.5,52.2,56,"[62, 66, 57, 154, 98, 13]"
11,11,439.5,610.5,59.1,69,"[31, 6, 35]"
11,11,647.5,118.5,60.2,47,"[58, 49, 37, 26]"
11,11,1002.5,686.5,51.4,57,"[56, 154, 75, 98]"
11,11,640.5,775.5,52.5,42,"[44, 89, 93, 64, 138]"
11,11,452.5,784.5,43.5,46,"[97, 138]"
11,11,311.5,253.5,53.6,45,"[61, 126, 5, 86, 41, 43]"
11,11,386.5,173.5,59.1,43,"[45, 41, 5, 40, 94, 60]"
11,11,1018.5,499.5,51.3,8,"[154, 116, 39, 12]"
11,11,291.5,513.5,61.3,54,"[31, 22, 120]"
11,11,534.5,592.5,43.5,6,"[64, 69, 87, 29, 35]"
11,11,271.5,782.5,50.3,74,"[156, 97]"
11,11,545.5,768.5,52.3,138,"[64, 42, 46, 93]"
11,11,827.5,376.5,62.4,1,"[10, 50, 12, 38, 149]"
11,11,669.5,573.5,60.2,87,"[64, 6, 89, 66, 29, 51, 65]"
11,11,668.5,445.5,51.2,51,"[87, 29, 65, 38, 48, 28]"
11,11,922.5,403.5,62.4,12,"[1, 10, 39, 8, 116, 149]"
11,11,770.5,174.5,43.4,37,"[158, 47, 52, 100, 50, 26]"
11,11,594.5,226.5,59.1,58,"[158, 48, 47, 49, 63, 60]"
11,11,486.5,498.5,62.4,35,"[29, 6, 69, 120, 53, 28]"
11,11,526.5,307.5,62.4,63,"[53, 41, 58, 48, 60, 28]"
11,11,1006.5,777.5,47.4,75,"[57, 98]"
11,11,943.5,125.5,62.4,67,"[127, 114, 100, 52]"
11,11,757.5,514.5,61.3,65,"[13, 66, 87, 51, 149]"
12,12,877.5,189.5,46.8,52,"[72, 37, 127, 50, 67]"
12,12,726.5,359.5,58.0,38,"[51, 1, 48, 158, 50]"
12,12,188.5,224.5,56.9,126,"[5, 83, 61, 45]"
12,12,1026.5,109.5,49.2,14,"[67, 68]"
12,12,931.5,502.5,51.3,7,"[108, 154, 8, 39, 13, 149, 12]"
12,12,1022.5,502.5,46.7,8,"[108, 39, 7]"
12,12,585.5,513.5,58.0,29,"[35, 28, 129, 87, 51]"
12,12,839.5,786.5,43.6,62,"[56, 98, 44]"
12,12,1009.5,778.5,44.5,75,"[98, 57]"
12,12,751.5,93.5,59.1,26,"[72, 37, 47]"
12,12,923.5,589.5,50.3,154,"[7, 108, 57, 56, 13]"
12,12,497.5,201.5,56.8,60,"[49, 40, 63, 41, 43, 136]"
12,12,599.5,220.5,59.1,136,"[49, 60, 158, 48, 63, 47]"
12,12,827.5,378.5,61.3,1,"[50, 149, 12, 38]"
12,12,923.5,405.5,62.4,12,"[7, 39, 1, 149]"
12,12,359.5,778.5,52.3,97,"[74, 25, 46]"
12,12,953.5,230.5,44.8,127,"[68, 67, 52]"
12,12,535.5,602.5,43.6,129,"[69, 64, 35, 29, 87]"
12,12,589.5,856.5,55.6,93,"[138, 42]"
12,12,179.5,532.5,50.1,22,"[18, 54, 21]"
12,12,187.5,435.5,43.3,21,"[54, 22, 61]"
12,12,384.5,532.5,49.2,23,"[54, 31, 120, 35, 69]"
12,12,409.5,706.5,54.7,25,"[31, 69, 46, 97]"
12,12,923.5,781.5,40.5,98,"[56, 62, 75, 57]"
12,12,194.5,96.5,60.2,83,"[5, 126]"
12,12,336.5,605.5,44.6,31,"[18, 25, 69, 54, 23]"
12,12,841.5,475.5,44.4,149,"[13, 7, 65, 1, 12]"
12,12,356.5,439.5,54.6,120,"[54, 35, 53, 23, 86]"
12,12,551.5,409.5,60.2,28,"[63, 53, 48, 35, 29, 51]"
12,12,236.5,616.5,54.4,18,"[22, 31, 54]"
12,12,840.5,565.5,39.8,13,"[7, 154, 56, 66, 65, 149]"
12,12,1020.5,593.5,43.6,108,"[7, 154, 57, 8]"
12,12,214.5,334.5,55.5,61,"[86, 21, 45, 126]"
12,12,637.5,770.5,58.0,42,"[138, 64, 93, 44]"
12,12,802.5,275.5,56.8,50,"[158, 37, 52, 1, 38]"
12,12,1002.5,685.5,51.1,57,"[108, 154, 56, 75, 98]"
12,12,538.5,95.5,49.2,49,"[40, 60, 136, 47]"
12,12,625.5,329.5,51.8,48,"[28, 63, 136, 158, 51, 38]"
12,12,788.5,644.5,53.5,66,"[56, 13, 44, 87, 65]"
12,12,439.5,609.5,44.9,69,"[25, 31, 129, 35, 23]"
12,12,289.5,512.5,49.9,54,"[18, 22, 31, 21, 120, 23]"
12,12,769.5,175.5,43.6,37,"[72, 26, 158, 50, 52, 47]"
12,12,668.5,445.5,51.3,51,"[29, 87, 65, 28, 48, 38]"
12,12,446.5,388.5,51.2,53,"[63, 41, 28, 35, 120, 86]"
12,12,450.5,783.5,44.1,46,"[138, 25, 97]"
12,12,479.5,497.5,50.8,35,"[120, 53, 28, 29, 129, 69, 23]"
12,12,417.5,284.5,58.0,41,"[63, 53, 60, 43, 45, 86]"
12,12,390.5,174.5,60.2,43,"[60, 40, 5, 41, 45]"
12,12,310.5,254.5,52.4,45,"[43, 41, 5, 86, 61, 126]"
12,12,894.5,679.5,44.7,56,"[62, 66, 98, 57, 154, 13]"
12,12,757.5,508.5,53.6,65,"[87, 66, 13, 51, 149]"
12,12,271.5,782.5,50.0,74,[97]
12,12,651.5,120.5,62.4,47,"[49, 26, 136, 37, 158]"
12,12,440.5,83.5,54.7,40,"[49, 60, 43]"
12,12,288.5,159.5,56.9,5,"[83, 43, 45, 126]"
12,12,707.5,250.5,59.1,158,"[37, 50, 136, 48, 47, 38]"
12,12,744.5,760.5,62.4,44,"[42, 66, 62]"
12,12,1035.5,194.5,43.5,68,"[127, 67, 14]"
12,12,583.5,671.5,53.5,64,"[42, 138, 87, 129]"
12,12,337.5,344.5,53.6,86,"[120, 61, 45, 41, 53]"
12,12,521.5,306.5,49.2,63,"[53, 41, 60, 28, 48, 136]"
12,12,944.5,116.5,53.5,67,"[72, 14, 68, 127, 52]"
12,12,836.5,97.5,62.4,72,"[37, 26, 67, 52]"
12,12,669.5,573.5,60.2,87,"[66, 64, 65, 129, 29, 51]"
12,12,543.5,768.5,51.3,138,"[42, 64, 46, 93]"
12,12,1027.5,414.5,44.4,39,"[8, 7, 12]"
13,13,336.5,607.5,45.9,31,"[18, 54, 23, 25, 156, 69]"
13,13,727.5,354.5,62.4,38,"[48, 51, 1, 50, 55]"
13,13,926.5,404.5,60.2,12,"[39, 1, 7, 149]"
13,13,922.5,780.5,42.2,98,"[75, 56, 91]"
13,13,957.5,234.5,45.7,127,"[68, 52, 67]"
13,13,583.5,513.5,58.0,29,"[35, 28, 6, 87, 51]"
13,13,827.5,377.5,62.4,1,"[38, 50, 12, 149]"
13,13,235.5,617.5,55.6,18,"[22, 54, 31, 156]"
13,13,188.5,224.5,56.8,126,"[61, 45, 5, 83]"
13,13,335.5,344.5,52.4,86,"[120, 61, 53, 41, 45]"
13,13,528.5,597.5,45.6,6,"[87, 64, 69, 35, 29]"
13,13,1005.5,777.5,47.4,75,"[98, 56]"
13,13,585.5,671.5,52.5,64,"[138, 87, 89, 6, 42]"
13,13,930.5,499.5,53.5,7,"[154, 13, 12, 39, 108, 149, 8]"
13,13,542.5,765.5,41.3,138,"[64, 93, 46, 42]"
13,13,380.5,529.5,45.7,23,"[54, 120, 31, 35, 69]"
13,13,839.5,566.5,39.8,13,"[56, 154, 65, 7, 149]"
13,13,1027.5,504.5,40.8,8,"[7, 39, 108]"
13,13,795.5,864.5,53.0,19,"[91, 44]"
13,13,592.5,855.5,52.3,93,"[138, 42]"
13,13,177.5,533.5,51.6,22,"[21, 18, 54]"
13,13,183.5,437.5,46.8,21,"[22, 61, 54]"
13,13,407.5,701.5,50.3,25,"[46, 156, 31, 97, 69]"
13,13,194.5,101.5,62.4,83,"[5, 126]"
13,13,846.5,478.5,50.1,149,"[65, 13, 7, 1, 12]"
13,13,361.5,777.5,53.4,97,"[46, 25, 156, 74]"
13,13,357.5,439.5,53.4,120,"[54, 23, 86, 53, 35]"
13,13,687.5,672.5,53.6,89,"[87, 64, 42, 44]"
13,13,310.5,694.5,45.7,156,"[25, 31, 18, 74, 97]"
13,13,555.5,415.5,62.4,28,"[48, 51, 63, 53, 35, 29]"
13,13,1038.5,97.5,47.9,114,"[67, 68]"
13,13,669.5,575.5,49.8,87,"[65, 89, 51, 64, 6, 29]"
13,13,450.5,783.5,44.4,46,"[138, 25, 97]"
13,13,288.5,159.5,56.9,5,"[45, 43, 83, 126]"
13,13,439.5,84.5,54.5,40,"[49, 60, 43]"
13,13,479.5,496.5,59.1,35,"[53, 28, 23, 120, 69, 6, 29]"
13,13,215.5,335.5,54.7,61,"[21, 126, 86, 45]"
13,13,645.5,114.5,55.7,47,"[49, 37, 136]"
13,13,673.5,452.5,58.0,51,"[28, 48, 38, 65, 87, 29]"
13,13,440.5,612.5,60.2,69,"[25, 31, 23, 6, 35]"
13,13,537.5,96.5,48.8,49,"[47, 40, 60, 136]"
13,13,305.5,255.5,48.1,45,"[126, 61, 86, 41, 43, 5]"
13,13,803.5,274.5,55.7,50,"[1, 38, 55, 37, 52]"
13,13,640.5,775.5,53.4,42,"[93, 138, 64, 89, 44]"
